Student,LPIPS,SSIM
109300219.jpg,0.4628158211708069,0.6558400366431738
109AB0057.png,0.47666046023368835,0.6359887651487374
1092B0020.jpg,0.5245056748390198,0.6351870766688137
1082B0005.jpg,0.5279262661933899,0.610541035172017
109590029.jpg,0.5290888547897339,0.579726874669347
112598006.jpg,0.5834499001502991,0.5942211795696016
109590028.jpg,0.6118954420089722,0.5803888810386417
109590018.jpg,0.6246299147605896,0.5873315915360464
